address,property_type,area_name,municipality,is_savedalen,sale_type,sold_date,year,month,final_price_sek,asking_price_sek,price_change_sek,price_change_percent,living_area_m2,extra_area_m2,rooms,plot_area_m2,price_per_m2,bid_change_percent,source_url,source_text
Hytterkullen 9,Villa,Öjersjö,Partille,no,Lagfart,2025-11-28,2025,11,4700000,,,,92.0,,4.0,255.0,51100.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=2,Lagfart Hytterkullen 9 Villa · Öjersjö · Partille 4 700 000 kr 92 m² 4 rum 255 m² tomt 51 100 kr/m² Uteplats 2025-11-28
Jennyhillsvägen 6,Radhus,Mellby,Partille,no,Slutpris,2026-04-14,2026,4,4640000,4536000.0,104000.0,2.3,121.0,2.0,5.0,152.0,38300.0,2.3,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=2,"Slutpris Jennyhillsvägen 6 Radhus · Mellby · Partille 4 640 000 kr 121 + 2 m² 5 rum 152 m² tomt 38 300 kr/m² 2026-04-14 +2,3%"
Hålsjövägen 28,Villa,Öjersjö,Partille,no,Lagfart,2025-12-11,2025,12,6650000,,,,80.0,80.0,5.0,1351.0,83100.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=2,Lagfart Hålsjövägen 28 Villa · Öjersjö · Partille 6 650 000 kr 80 + 80 m² 5 rum 1 351 m² tomt 83 100 kr/m² Eldstad Uteplats 2025-12-11
Björkdals väg 5,Villa,Partille kommun,Partille,no,Lagfart,2026-04-13,2026,4,16250000,,,,251.0,55.0,,1395.0,64700.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=2,Lagfart Björkdals väg 5 Villa · Partille kommun · Partille 16 250 000 kr 251 + 55 m² 1 395 m² tomt 64 700 kr/m² 2026-04-13
Storegårdsvägen 9,Villa,Sävedalen,Partille,yes,Slutpris,2026-04-12,2026,4,7600000,7183000.0,417000.0,5.8,239.0,90.0,11.0,878.0,31800.0,5.8,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=2,"Slutpris Storegårdsvägen 9 Villa · Sävedalen · Partille 7 600 000 kr -3,7% 239 + 90 m² 11 rum 878 m² tomt 31 800 kr/m² 2026-04-12 +5,8%"
Blankavägen 39,Villa,Ugglum,Partille,no,Lagfart,2025-10-15,2025,10,7905000,,,,116.0,69.0,7.0,896.0,68100.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=2,Lagfart Blankavägen 39 Villa · Ugglum · Partille 7 905 000 kr 116 + 69 m² 7 rum 896 m² tomt 68 100 kr/m² Uteplats 2025-10-15
Hytterkullen 24,Kedjehus,Partille kommun,Partille,no,Slutpris,2026-04-09,2026,4,4000000,3393000.0,607000.0,17.9,75.0,,3.0,171.0,53300.0,17.9,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=2,"Slutpris Hytterkullen 24 Kedjehus · Partille kommun · Partille 4 000 000 kr 75 m² 3 rum 171 m² tomt 53 300 kr/m² 2026-04-09 +17,9%"
Illervägen 3,Villa,Sävedalen,Partille,yes,Slutpris,2026-04-09,2026,4,7900000,,,,233.0,113.0,10.0,874.0,33900.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=2,Slutpris Illervägen 3 Villa · Sävedalen · Partille 7 900 000 kr 233 + 113 m² 10 rum 874 m² tomt 33 900 kr/m² Eldstad Uteplats 2026-04-09
Nygårdsvägen 30D,Radhus,Lexby,Partille,no,Slutpris,2025-12-01,2025,12,2800000,2708000.0,92000.0,3.4,87.0,23.0,4.0,76.0,33900.0,3.4,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=2,"Gå till innehåll Gå till sök Sök bostad Värdera Hitta mäklare Mäklarmatchning Sök mäklare Mäklarbyråer Sälja bostad på Booli Skaffa kunskap Till salu 58 Slutpris 5 268 Nyproduktion 4 Partille kommun 0 sökförslag visas. Sökfilter 2 Visa karta Slutpriser för hus i Partille kommun Säljdatum -6,5% Lagfart Nygårdsvägen 30D Radhus · Lexby · Partille 2 800 000 kr 87 + 23 m² 4 rum 76 m² tomt 32 200 kr/m² 2025-12-01 +3,4% Slutpris Smedjegårdsvägen 3F Radhus · Lexby · Partille 3 200 000 kr 87 + 40 m² 4 rum 76 m² tomt 36 800 kr/m² 2026-04-30 +0,7% Slutpris Mikaelivägen 6 Kedjehus · Paradiset · Partille 6 800 000 kr 140 m² 6 rum 526 m² tomt 48 600 kr/m² Uteplats 2026-04-30 -4,6% Slutpris Västergårdsvägen 10 Villa · Mellby · Partille 6 485 000 kr 134 + 77 m² 8 rum 1 275 m² tomt 48 400 kr/m² Uteplats 2026-04-30 — Lagfart Stora Ängsvägen 17B Radhus · Sävedalen · Partille 4 700 000 kr 83 + 41 m² 4 rum 188 m² tomt 56 600 kr/m² Uteplats 2026-02-04 — Lagfart Hallegårdsvägen 8 Villa · Sävedalen · Partille 7 500 000 kr 145 + 70 m² 7 rum 542 m² tomt 51 700 kr/m² Eldstad Uteplats 2025-10-22 -9,2% Slutpris Gryningsvägen 75 Radhus · Furulund · Partille 2 900 000 kr 110,7 m² 5 rum 26 200 kr/m² Uteplats 2026-04-30 — Lagfart Gökegårdshöjden 40 Villa · Partille kommun · Partille 2 846 000 kr 370 m² tomt 2026-04-30 — Slutpris Fritidsvägen 7 Villa · Furulund · Partille 6 700 000 kr 132 m² 6 rum 607 m² tomt 50 800 kr/m² Uteplats 2026-04-29 — Slutpris Gökskullavägen 37 Villa · Öjersjö · Partille 10 000 000 kr 200 + 70 m² 6 rum 1 758 m² tomt 50 000 kr/m² Balkong Eldstad 2026-04-29 Lagfart Björnåsvägen 85 Villa · Sävedalen · Partille 5 380 000 kr -1,8% 98 + 71 m² 5 rum 730 m² tomt 54 900 kr/m² 2026-02-21 -10,8% Lagfart Mellbyvägen 60A Villa · Mellby · Partille 5 800 000 kr 203 + 72 m² 12 rum 1 031 m² tomt 28 600 kr/m² 2026-01-12 +12,7% Lagfart Bråtegårdsvägen 11 Villa · Fräntorp · Partille 8 450 000 kr 197 m² 7 rum 922 m² tomt 42 900 kr/m² 2026-02-05 — Lagfart Öjersjövägen 44 Villa · Öjersjö · Partille 6 900 000 kr 135 m² 3 rum 944 m² tomt 51 100 kr/m² Eldstad 2026-01-14 Slutpris Fussegårdsvägen 1 Villa · Kåhög · Partille 5 625 000 kr +7,1% 108 + 100 m² 6 rum 789 m² tomt 52 100 kr/m² Uteplats 2026-04-27 +9% Slutpris Lilla Tulteredsvägen 16 Villa · Lexby · Partille 4 900 000 kr 120 m² 7 rum 5 465 m² tomt 40 800 kr/m² 2026-04-27 +0,9% Lagfart Öjersjövägen 42A Parhus · Öjersjö · Partille 5 500 000 kr 90 m² 4 rum 316 m² tomt 61 100 kr/m² 2025-10-28 +3,3% Lagfart Östra Fjällvägen 21 Villa · Sävedalen · Partille 7 750 000 kr 133 + 60 m² 5 rum 1 100 m² tomt 58 300 kr/m² Balkong Eldstad 2025-12-18 +1,3% Lagfart Jennyhillsvägen 16 Radhus · Mellby · Partille 4 510 000 kr 116 + 2 m² 6 rum 152 m² tomt 38 900 kr/m² 2025-11-26 — Lagfart Gökegårdsvägen 5I Villa · Partille kommun · Partille 2 202 000 kr 131 m² tomt 2026-04-24 — Lagfart Högenvägen 3A Radhus · Partille kommun · Partille 4 400 000 kr 78 + 39 m² 164 m² tomt 56 400 kr/m² 2026-04-23 Går du i säljtankar? Med vår matchningstjänst kan du gratis hitta en mäklare som är expert på just ditt område och din bostad. — Slutpris Första Tvärvägen 5 Villa · Sävedalen · Partille 7 800 000 kr 126 + 45 m² 5 rum 1 001 m² tomt 61 900 kr/m² 2026-04-22 — Lagfart Eriksvägen 36 Villa · Partille kommun · Partille 9 500 000 kr 97 + 35 m² 1 038 m² tomt 97 900 kr/m² 2026-04-22 — Lagfart Örnåshöjden 2 Villa · Partille kommun · Partille 4 100 000 kr 732 m² tomt 2026-04-22 +/-0% Slutpris Nygårdsvägen 32B Radhus · Lexby · Partille 3 095 000 kr 87 + 23 m² 4 rum 76 m² tomt 35 600 kr/m² 2026-04-21 — Slutpris Ådäljan 20 Radhus · Sävedalen · Partille 6 100 000 kr 127 m² 5 rum 157 m² tomt 48 000 kr/m² Uteplats 2026-04-18 Slutpris Helgas väg 12E Radhus · Öjersjö · Partille 6 675 000 kr 121 + 7 m² 5 rum 224 m² tomt 55 200 kr/m² 2026-04-15 +/-0% Lagfart Hytterkullen 9 Villa · Öjersjö · Partille 4 700 000 kr 92 m² 4 rum 255 m² tomt 51 100 kr/m² Uteplats 2025-11-28 Slutpris Jennyhillsvägen 6 Radhus · Mellby · Partille 4 640 000 kr 121 + 2 m² 5 rum 152 m² tomt 38 300 kr/m² 2026-04-14 +2,3% Lagfart Hålsjövägen 28 Villa · Öjersjö · Partille 6 650 000 kr 80 + 80 m² 5 rum 1 351 m² tomt 83 100 kr/m² Eldstad Uteplats 2025-12-11 — Lagfart Björkdals väg 5 Villa · Partille kommun · Partille 16 250 000 kr 251 + 55 m² 1 395 m² tomt 64 700 kr/m² 2026-04-13 Slutpris Storegårdsvägen 9 Villa · Sävedalen · Partille 7 600 000 kr -3,7% 239 + 90 m² 11 rum 878 m² tomt 31 800 kr/m² 2026-04-12 +5,8% Lagfart Blankavägen 39 Villa · Ugglum · Partille 7 905 000 kr 116 + 69 m² 7 rum 896 m² tomt 68 100 kr/m² Uteplats 2025-10-15 — Slutpris Hytterkullen 24 Kedjehus · Partille kommun · Partille 4 000 000 kr 75 m² 3 rum 171 m² tomt 53 300 kr/m² 2026-04-09 +17,9% Slutpris Illervägen 3 Villa · Sävedalen · Partille 7 900 000 kr 233 + 113 m² 10 rum 874 m² tomt 33 900 kr/m² Eldstad Uteplats 2026-04-09 Cecilia, produktägare Vad tycker du om vår karta? 5 268 slutpriser för bostäder. Läs mer om Partille Slutpris för villor, kedjehus, parhus och radhus i Partille Partille kommun är ett område i Västra Götalands län. De senaste två månaderna har det kommit in 104 slutpriser/lagfarter för villor, kedjehus, parhus och radhus i Partille kommun till Booli. Informationen bygger på lagfarter från Lantmäteriet, mäklarrapporterade slutpriser och sista bud. Mer information om vad slutpriser är finns här . I Partille kommun är snittutropspriset 3 837 900 kr . Det tar 37 dagar i genomsnitt att sälja en bostad och 40 säljare har valt att sänka sitt utropspris i Partille kommun. Du kan även söka på slutpriser för bostäder i Partille kommun eller slutpriser för lägenheter i Partille kommun . Hitta fler slutpriser för villor, kedjehus, parhus och radhus i Orust , slutpriser för villor, kedjehus, parhus och radhus i Sotenäs , slutpriser för villor, kedjehus, parhus och radhus i Stenungsund och slutpriser för villor, kedjehus, parhus och radhus i Härryda . Visar sida 2 av 151 1 2 3 4 5 Föregående sida Nästa sida Mäklare i området Annons Nyproduktion till salu Annons Planerad nyproduktion Tjänster Bostadssök Bostadsvärdering Kunskap Räntekartan Booli Pro Bannerannonsering För mäklare Sälja bostad Mäklare i Stockholm Mäklare i Göteborg Mäklare i Malmö Alla mäklarbyråer Alla mäklare Mäklararvoden Mäklarmatchning Om oss Om Booli Press Jobba här Kontakt Vanliga frågor Integritet Användarvillkor Integritetspolicy Om GDPR Cookies Cookieinställningar Ladda ned Google Play App Store Booli är en bostadssajt och en mäklarguide där du hittar Sveriges största samlade utbud av bostäder till salu, slutpriser och värderar din bostad. Vi är en del av SBAB:s trygga och enkla tjänster för bolån och boendeekonomi. Ansvarig utgivare: Sebastian Wickert. © 2026 Booli Search Technologies AB."
Sotenäsvägen 26,Villa,Sävedalen,Partille,yes,Lagfart,2025-12-10,2025,12,5450000,,,,112.0,52.0,5.0,788.0,48700.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=3,Lagfart Sotenäsvägen 26 Villa · Sävedalen · Partille 5 450 000 kr 112 + 52 m² 5 rum 788 m² tomt 48 700 kr/m² 2025-12-10
Fjällvindsvägen 49,Villa,Furulund,Partille,no,Lagfart,2025-11-09,2025,11,6450000,,,,132.0,13.0,4.0,662.0,48900.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=3,Lagfart Fjällvindsvägen 49 Villa · Furulund · Partille 6 450 000 kr 132 + 13 m² 4 rum 662 m² tomt 48 900 kr/m² Balkong 2025-11-09
Paradisvägen 15,Villa,Mellby,Partille,no,Lagfart,2025-10-31,2025,10,3775000,4068000.0,-293000.0,-7.2,146.0,91.0,,790.0,25900.0,-7.2,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=3,"Lagfart Paradisvägen 15 Villa · Mellby · Partille 3 775 000 kr +51% 146 + 91 m² 790 m² tomt 25 900 kr/m² 2025-10-31 -7,2%"
Gryningsvägen 77,Radhus,Furulund,Partille,no,Slutpris,2026-04-03,2026,4,2595000,,,,110.7,,5.0,,23400.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=3,"Slutpris Gryningsvägen 77 Radhus · Furulund · Partille 2 595 000 kr 110,7 m² 5 rum BV 23 400 kr/m² Uteplats 2026-04-03"
Rådjursstigen 8,Villa,Öjersjö,Partille,no,Lagfart,2025-09-12,2025,9,7775000,8876000.0,-1101000.0,-12.4,151.0,57.0,6.0,1158.0,51500.0,-12.4,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=3,"Lagfart Rådjursstigen 8 Villa · Öjersjö · Partille 7 775 000 kr -2,8% 151 + 57 m² 6 rum 1 158 m² tomt 51 500 kr/m² Eldstad 2025-09-12 -12,4%"
Stora Ringvägen 52,Villa,Sävedalen,Partille,yes,Lagfart,2025-10-30,2025,10,7000000,,,,223.0,115.0,8.0,1009.0,31400.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=3,Lagfart Stora Ringvägen 52 Villa · Sävedalen · Partille 7 000 000 kr 223 + 115 m² 8 rum 1 009 m² tomt 31 400 kr/m² 2025-10-30
Dalvägen 11,Villa,Sävedalen,Partille,yes,Slutpris,2026-04-01,2026,4,10500000,,,,204.0,97.0,5.0,776.0,51500.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=3,Slutpris Dalvägen 11 Villa · Sävedalen · Partille 10 500 000 kr 204 + 97 m² 5 rum 776 m² tomt 51 500 kr/m² Eldstad Uteplats 2026-04-01
Djupedalsvägen 18,Villa,Öjersjö,Partille,no,Lagfart,2026-01-26,2026,1,7950000,8079000.0,-129000.0,-1.6,138.0,50.0,5.0,1486.0,57600.0,-1.6,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=3,"Lagfart Djupedalsvägen 18 Villa · Öjersjö · Partille 7 950 000 kr +/-0% 138 + 50 m² 5 rum 1 486 m² tomt 57 600 kr/m² 2026-01-26 -1,6%"
Växthusgränd 13,Villa,Sävedalen,Partille,yes,Lagfart,2025-11-19,2025,11,6150000,,,,137.0,7.0,4.0,205.0,44900.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=3,Lagfart Växthusgränd 13 Villa · Sävedalen · Partille 6 150 000 kr 137 + 7 m² 4 rum 205 m² tomt 44 900 kr/m² 2025-11-19
Brasebacken 41,Villa,Öjersjö,Partille,no,Lagfart,2025-10-31,2025,10,5600000,,,,134.0,,5.0,457.0,41800.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=3,"Lagfart Brasebacken 41 Villa · Öjersjö · Partille 5 600 000 kr -2,6% 134 m² 5 rum 457 m² tomt 41 800 kr/m² Uteplats 2025-10-31"
Lilla Pukevägen 12,Villa,Sävedalen,Partille,yes,Slutpris,2026-03-31,2026,3,6700000,,,,93.0,83.0,5.0,693.0,72000.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=3,Slutpris Lilla Pukevägen 12 Villa · Sävedalen · Partille 6 700 000 kr 93 + 83 m² 5 rum 693 m² tomt 72 000 kr/m² Eldstad 2026-03-31
Jons väg 68,Radhus,Jonsered,Partille,no,Lagfart,2025-11-01,2025,11,5725000,,,,138.0,10.0,5.0,152.0,41500.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=3,Lagfart Jons väg 68 Radhus · Jonsered · Partille 5 725 000 kr 138 + 10 m² 5 rum 152 m² tomt 41 500 kr/m² Uteplats 2025-11-01
Växthusgränd 27,Radhus,Sävedalen,Partille,yes,Lagfart,2025-11-19,2025,11,6375000,,,,142.0,7.0,5.0,175.0,44900.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=3,Lagfart Växthusgränd 27 Radhus · Sävedalen · Partille 6 375 000 kr 142 + 7 m² 5 rum 175 m² tomt 44 900 kr/m² 2025-11-19
Hagkullevägen 33,Villa,Partille kommun,Partille,no,Lagfart,2026-03-30,2026,3,14900000,15784000.0,-884000.0,-5.6,202.0,,,1279.0,73800.0,-5.6,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=3,"Lagfart Hagkullevägen 33 Villa · Partille kommun · Partille 14 900 000 kr 202 m² 1 279 m² tomt 73 800 kr/m² 2026-03-30 -5,6%"
Enskiftesvägen 1,Villa,Furuskog,Partille,no,Slutpris,2026-03-28,2026,3,10200000,10537000.0,-337000.0,-3.2,210.0,24.0,6.0,690.0,48600.0,-3.2,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=3,"Slutpris Enskiftesvägen 1 Villa · Furuskog · Partille 10 200 000 kr 210 + 24 m² 6 rum 690 m² tomt 48 600 kr/m² 2026-03-28 -3,2%"
Hytterkullen 22,Parhus,Öjersjö,Partille,no,Lagfart,2026-01-21,2026,1,3670000,,,,78.0,,3.0,212.0,47100.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=3,Lagfart Hytterkullen 22 Parhus · Öjersjö · Partille 3 670 000 kr 78 m² 3 rum 212 m² tomt 47 100 kr/m² 2026-01-21
Vintergatan 2,Villa,Paradiset,Partille,no,Lagfart,2025-09-26,2025,9,8200000,,,,190.0,44.0,7.0,1148.0,43200.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=3,Lagfart Vintergatan 2 Villa · Paradiset · Partille 8 200 000 kr 190 + 44 m² 7 rum 1 148 m² tomt 43 200 kr/m² Eldstad 2025-09-26
Tåbäcksvägen 34,Villa,Partille kommun,Partille,no,Lagfart,2026-03-27,2026,3,3650000,3473000.0,177000.0,5.1,,,,605.0,,5.1,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=3,"Lagfart Tåbäcksvägen 34 Villa · Partille kommun · Partille 3 650 000 kr 605 m² tomt 2026-03-27 +5,1%"
Hyltebergsvägen 7,Villa,Lexby,Partille,no,Lagfart,2025-10-09,2025,10,7350000,7632000.0,-282000.0,-3.7,249.0,125.0,9.0,1144.0,29500.0,-3.7,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=3,"Lagfart Hyltebergsvägen 7 Villa · Lexby · Partille 7 350 000 kr 249 + 125 m² 9 rum 1 144 m² tomt 29 500 kr/m² Eldstad 2025-10-09 -3,7%"
Laggarns väg 2,Villa,Furuskog,Partille,no,Lagfart,2025-11-07,2025,11,5250000,,,,125.0,,5.0,586.0,42000.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=3,Lagfart Laggarns väg 2 Villa · Furuskog · Partille 5 250 000 kr 125 m² 5 rum 586 m² tomt 42 000 kr/m² Uteplats 2025-11-07
Eksvängen 2,Kedjehus,Partille kommun,Partille,no,Lagfart,2026-03-25,2026,3,7025000,,,,126.0,10.0,,393.0,55800.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=3,Lagfart Eksvängen 2 Kedjehus · Partille kommun · Partille 7 025 000 kr 126 + 10 m² 393 m² tomt 55 800 kr/m² 2026-03-25
Eksvängen 20,Villa,Öjersjö,Partille,no,Lagfart,2025-10-31,2025,10,7250000,,,,126.0,,5.0,258.0,57500.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=3,Lagfart Eksvängen 20 Villa · Öjersjö · Partille 7 250 000 kr 126 m² 5 rum 258 m² tomt 57 500 kr/m² 2025-10-31
Fussegårdsvägen 14,Villa,Jonsered,Partille,no,Slutpris,2026-03-23,2026,3,6350000,6350000.0,0.0,0.0,,,,,,0.0,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=3,Slutpris Fussegårdsvägen 14 Villa · Jonsered · Partille 6 350 000 kr 2026-03-23 +/-0%
Hytterkullen 110,Villa,Öjersjö,Partille,no,Slutpris,2026-03-20,2026,3,7695000,,,,184.0,7.0,7.0,437.0,41800.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=3,Slutpris Hytterkullen 110 Villa · Öjersjö · Partille 7 695 000 kr 184 + 7 m² 7 rum 437 m² tomt 41 800 kr/m² Uteplats 2026-03-20
Kyrkåsliden 2,Villa,Mellby,Partille,no,Lagfart,2025-10-31,2025,10,6600000,,,,267.0,86.0,11.0,1831.0,24700.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=3,Lagfart Kyrkåsliden 2 Villa · Mellby · Partille 6 600 000 kr +20% 267 + 86 m² 11 rum 1 831 m² tomt 24 700 kr/m² 2025-10-31
Stensvägen 14B,Villa,Sävedalen,Partille,yes,Lagfart,2025-10-24,2025,10,8700000,8914000.0,-214000.0,-2.4,159.0,,7.0,926.0,54700.0,-2.4,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=3,"Lagfart Stensvägen 14B Villa · Sävedalen · Partille 8 700 000 kr 159 m² 7 rum 926 m² tomt 54 700 kr/m² Eldstad 2025-10-24 -2,4%"
Brattåskärrsvägen 22,Villa,Sävedalen,Partille,yes,Lagfart,2025-11-21,2025,11,6200000,6282000.0,-82000.0,-1.3,152.0,67.0,5.0,1144.0,40800.0,-1.3,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=3,"Lagfart Brattåskärrsvägen 22 Villa · Sävedalen · Partille 6 200 000 kr 152 + 67 m² 5 rum 1 144 m² tomt 40 800 kr/m² Eldstad 2025-11-21 -1,3%"
Måndalsvägen 2,Villa,Furuskog,Partille,no,Slutpris,2026-03-20,2026,3,7400000,6975000.0,425000.0,6.1,158.0,,6.0,739.0,46800.0,6.1,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=3,"Slutpris Måndalsvägen 2 Villa · Furuskog · Partille 7 400 000 kr 158 m² 6 rum 739 m² tomt 46 800 kr/m² 2026-03-20 +6,1%"
Hytterkullen 28,Parhus,Öjersjö,Partille,no,Slutpris,2026-03-19,2026,3,5250000,5157000.0,93000.0,1.8,89.0,13.0,4.0,170.0,59000.0,1.8,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=3,"Slutpris Hytterkullen 28 Parhus · Öjersjö · Partille 5 250 000 kr 89 + 13 m² 4 rum 170 m² tomt 59 000 kr/m² Uteplats 2026-03-19 +1,8%"
Idas väg 3B,Radhus,Öjersjö,Partille,no,Slutpris,2026-03-18,2026,3,6615000,6869000.0,-254000.0,-3.7,125.0,,5.0,126.0,52900.0,-3.7,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=3,"Slutpris Idas väg 3B Radhus · Öjersjö · Partille 6 615 000 kr 125 m² 5 rum 126 m² tomt 52 900 kr/m² Uteplats 2026-03-18 -3,7%"
Tåbäcksvägen 15,Radhus,Öjersjö,Partille,no,Slutpris,2026-03-18,2026,3,5100000,4899000.0,201000.0,4.1,126.0,,6.0,,40500.0,4.1,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=3,"Slutpris Tåbäcksvägen 15 Radhus · Öjersjö · Partille 5 100 000 kr 126 m² 6 rum BV 40 500 kr/m² Uteplats 2026-03-18 +4,1%"
Ulvåsvägen 19,Villa,Partille kommun,Partille,no,Lagfart,2026-01-12,2026,1,5200000,5174000.0,26000.0,0.5,122.0,20.0,,445.0,42600.0,0.5,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=3,"Lagfart Ulvåsvägen 19 Villa · Partille 5 200 000 kr 122 + 20 m² 445 m² tomt 42 600 kr/m² 2026-01-12 +0,5%"
Tåbäcksvägen 4A,Parhus,Öjersjö,Partille,no,Slutpris,2026-03-18,2026,3,5450000,,,,122.0,99.0,6.0,,44700.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=3,Slutpris Tåbäcksvägen 4A Parhus · Öjersjö · Partille 5 450 000 kr 122 + 99 m² 6 rum 44 700 kr/m² Uteplats 2026-03-18
Kullegärdet 28,Radhus,Partille kommun,Partille,no,Slutpris,2026-03-17,2026,3,6275000,6543000.0,-268000.0,-4.1,132.0,20.0,5.0,175.0,47500.0,-4.1,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=3,"Slutpris Kullegärdet 28 Radhus · Partille kommun · Partille 6 275 000 kr 132 + 20 m² 5 rum 175 m² tomt 47 500 kr/m² 2026-03-17 -4,1%"
Tåbäcksvägen 3A,Parhus,Öjersjö,Partille,no,Slutpris,2026-03-16,2026,3,4650000,,,,92.0,21.0,4.0,,50500.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=3,Slutpris Tåbäcksvägen 3A Parhus · Öjersjö · Partille 4 650 000 kr 92 + 21 m² 4 rum BV 50 500 kr/m² Uteplats 2026-03-16
